"","Year","Month","Hurricane Count","time_series1.enso.ts.1mn","time_series1.tni.had","time_series1.nina1","time_series1.nina3.anom","time_series1.pna","time_series1.soi","time_series2.z500_avg","time_series2.z500_std","time_series2.zzwnd200_ori","time_series2.zwdn_200_an","time_series2.zwdn_500_an","time_series2.zwnd200_st","time_series2.OLR","time_series2.Oni","MM","ESPI","EI","LI","MON","X130E.80W","X160E.80W","X180W.100W"
"319",2005,7,3,0.26,-1.219,22.16,22.16,-1.53,1.88,267.72,1.14,2,2.3,0.39,0.5,36.7,0.2,7,-0.74921,-0.98373,0.33497,7,0.01,-0.08,-0.2
"320",2005,8,2,0.43,-1.501,21.71,21.71,-1.1,0.6,267.6,0.61,-5.8,-3.2,0.21,-0.6,56,0.4,8,-0.05716,-0.50803,-0.4484,8,-0.05,-0.17,-0.42
"321",2005,9,5,-0.15,-1.618,21.7,21.7,-0.23,1.21,267.8,1.19,-1,2.3,0.4,0.5,51.9,0.6,9,-0.47353,-0.54251,0.34861,9,-0.02,-0.16,-0.33
"322",2005,10,4,-0.53,-1.608,22.07,22.07,-0.65,0.63,267.76,0.86,3.2,1.5,0.29,0.3,52,0.8,10,-0.50651,-0.3093,0.69774,10,0.01,-0.11,-0.14
"323",2005,11,0,-0.01,-1.324,22.45,22.45,-0.63,0.83,267.65,0.39,8.6,0.1,0.13,0,54.5,0.9,11,-0.85052,-0.98405,0.57476,11,-0.21,-0.44,-0.57
"324",2005,12,1,-0.23,-0.555,23.52,23.52,-0.16,-0.5,267.69,0.41,11.8,-1.5,0.14,-0.3,50.2,0.8,12,-1.16222,-1.06974,1.23887,12,-0.28,-0.57,-0.74
"325",2006,1,0,-1.25,-0.076,25.23,25.23,-0.25,2.15,267.59,0.24,22.4,7.8,0.08,1.6,47.9,0.7,1,-0.61427,-0.72353,0.36312,1,-0.28,-0.67,-0.97
"326",2006,2,0,-0.36,0.151,26.21,26.21,-2.38,0.97,267.89,1.09,17.1,3,0.37,0.6,40.8,0.6,2,-0.88454,-0.93467,0.67795,2,-0.19,-0.56,-0.92
"327",2006,3,0,-1.04,0.196,25.84,25.84,-1.78,0.82,267.74,0.26,15.1,5,0.09,1,53.5,0.3,3,-0.89015,-0.87881,0.74875,3,0.09,-0.22,-0.29
"328",2006,4,0,-0.46,-0.099,24.31,24.31,0.92,1.1,268.05,0.51,11,3,0.17,0.6,41.9,0.2,4,-1.05275,-1.18007,0.47363,4,0.46,0.25,0.42
"329",2006,5,0,0.52,-0.692,22.63,22.63,0.58,-0.86,267.78,-0.42,4.4,-0.5,-0.14,-0.1,53.3,0.2,5,-0.17708,-0.54924,-0.39373,5,0.64,0.49,0.54
"330",2006,6,0,0.42,-0.968,21.52,21.52,-1.32,-0.01,267.72,0.22,0.3,-1.5,0.08,-0.3,37.4,0.3,6,-0.77521,-0.96586,0.45991,6,0.76,0.71,0.76
"331",2006,7,0,0.58,-0.99,20.98,20.98,-0.12,0.47,267.61,0.82,-2.2,-1.9,0.28,-0.4,46.6,0.4,7,0.44214,0.27816,-0.54901,7,0.69,0.74,0.73
"332",2006,8,1,1.04,-0.869,19.81,19.81,-0.62,-1.4,267.61,0.64,-2.2,0.4,0.21,0.1,42.9,0.4,8,0.34117,0.35236,-0.28432,8,0.8,0.91,1.05
"333",2006,9,4,0.82,-0.729,19.75,19.75,-0.04,-0.24,267.55,0.45,-2.1,1.2,0.15,0.3,46.5,0.6,9,0.09993,0.12816,-0.05793,9,0.85,1.01,1.13
"334",2006,10,0,1.22,-0.715,19.5,19.5,0.91,0.31,267.86,1.16,-3.5,-5.2,0.39,-1.1,35.7,0.7,10,1.34597,1.43545,-1.15874,10,0.65,0.77,0.8
"335",2006,11,0,0.53,-0.626,19.92,19.92,1.72,-0.89,267.7,0.54,2.6,-5.9,0.18,-1.2,36.8,0.8,11,1.55183,1.27909,-1.79077,11,0.74,1,1.35
"336",2006,12,0,0.89,-0.531,21.15,21.15,0.21,0.07,268.03,1.41,6.7,-6.6,0.48,-1.4,25.4,0.8,12,0.42455,0.43136,-0.39181,12,0.51,0.68,0.86
"337",2007,1,0,0.89,-0.783,24.08,24.08,1.6,0.54,268.27,2.25,14.4,-0.2,0.76,-0.1,12.3,0.7,1,0.21564,0.48554,0.23085,1,-0.18,-0.2,-0.46
"338",2007,2,0,0.29,-1.016,26.32,26.32,2.43,0.62,267.91,1.15,10.2,-3.9,0.39,-0.8,34.1,0.4,2,0.09137,-0.23262,-0.58576,2,-0.48,-0.58,-0.77
"339",2007,3,0,0.11,-1.262,26.88,26.88,-0.69,-0.26,267.84,0.56,14,3.9,0.19,0.8,43.1,0.1,3,-0.21103,-0.59364,-0.34887,3,-0.47,-0.62,-0.72
"340",2007,4,0,0.17,-1.697,25.94,25.94,-0.32,1.34,267.97,0.27,9.9,1.9,0.09,0.4,36.1,-0.2,4,-0.38787,-0.59801,-0.07317,4,-0.29,-0.51,-0.59
"341",2007,5,0,0.02,-1.95,24.95,24.95,-0.56,0.65,268.05,0.38,4.2,-0.7,0.13,-0.2,43.7,-0.3,5,-0.19556,-0.52516,-0.32259,5,-0.23,-0.49,-0.58
"342",2007,6,0,-0.08,-2.087,23.68,23.68,0.57,-1.26,267.78,0.4,7.1,5.3,0.14,1.1,49.8,-0.3,6,-0.70667,-0.72537,0.59973,6,-0.04,-0.22,-0.18
"343",2007,7,0,0.1,-2.006,22.95,22.95,-1.04,-0.75,267.55,0.64,-0.2,0.1,0.22,0,56.4,-0.4,7,-1.40595,-1.36272,1.1902,7,-0.1,-0.32,-0.48
"344",2007,8,1,-0.43,-1.763,22.4,22.4,2.2,-1.02,267.58,0.55,-2,0.6,0.18,0.1,56.1,-0.4,8,-0.61157,-0.72237,0.40943,8,-0.16,-0.42,-0.68
"345",2007,9,4,-0.58,-1.315,21.75,21.75,-0.72,-0.52,267.56,0.48,4.1,7.4,0.16,1.5,61.5,-0.4,9,-0.95129,-0.75933,1.07826,9,-0.35,-0.69,-1.03
"346",2007,10,0,-0.96,-0.916,21.37,21.37,1.25,-0.82,267.44,-0.09,3.2,1.5,-0.03,0.3,67.1,-0.3,10,-0.45497,-0.4903,0.38591,10,-0.52,-0.87,-1.19
"347",2007,11,1,-1.1,-0.132,21.38,21.38,-0.22,-0.47,267.48,-0.12,16.1,7.6,-0.04,1.6,51.4,-0.1,11,-0.78811,-0.58171,1.00702,11,-0.54,-0.97,-1.19
"348",2007,12,0,-1.37,0.76,22.36,22.36,-0.8,-1,267.38,-0.51,16.5,3.2,-0.17,0.7,60.2,0,12,-0.98459,-0.81311,1.1889,12,-0.49,-0.87,-1.08
"349",2008,1,0,-1.65,1.509,24.4,24.4,0.13,0.07,267.29,-0.65,22,7.4,-0.22,1.5,44.1,0,1,-0.25471,-0.26065,0.21147,1,-0.5,-1.05,-1.5
"350",2008,2,0,-2.33,2.104,25.42,25.42,1.4,0.37,267.24,-0.83,23.6,9.5,-0.28,2,67.9,0.1,2,-1.18351,-0.88047,1.48696,2,-0.3,-0.82,-1.2
"351",2008,3,0,-1.11,2.289,25.67,25.67,-0.18,-0.84,267.21,-1.31,15.5,5.4,-0.44,1.1,66.1,0.2,3,-1.10377,-0.83326,1.27878,3,0.21,-0.26,-0.45
"352",2008,4,0,-0.85,2.138,25.94,25.94,-0.19,-1.19,267.36,-1.53,15.3,7.3,-0.52,1.5,56.5,0.3,4,-1.30726,-1.18513,1.01334,4,0.48,0.09,0.02
"353",2008,5,0,-0.29,1.695,24.76,24.76,-0.73,-3.23,267.44,-1.42,7.6,2.7,-0.48,0.5,57.2,0.2,5,-0.68151,-0.27653,1.01838,5,0.6,0.33,0.17
"354",2008,6,0,-0.58,1.33,23.78,23.78,-0.92,-2.99,267.29,-1.05,3.9,2.1,-0.35,0.4,48.4,0,6,-0.8829,-0.94937,0.69914,6,0.65,0.56,0.38
"355",2008,7,2,-0.14,0.942,22.71,22.71,-2.43,-1.39,267.15,-0.54,-0.4,-0.1,-0.18,0,53.8,0,7,-0.84032,-0.68743,0.85898,7,0.5,0.47,0.42
"356",2008,8,1,-0.4,0.771,21.85,21.85,0.02,-2.55,267.24,-0.46,-3,-0.4,-0.15,-0.1,55.9,0.2,8,-0.79975,-0.4428,1.08981,8,0.17,0.03,-0.15
"357",2008,9,3,-0.78,0.687,21.23,21.23,1.38,-1.88,267.4,0.01,-1.3,2,0,0.4,55.7,0.3,9,-0.48213,-0.76036,0.1171,9,-0.12,-0.4,-0.69
"358",2008,10,1,-0.71,0.745,21.34,21.34,0.69,-2.01,267.55,0.24,1.1,-0.6,0.08,-0.1,63.1,0.5,10,-0.8831,-0.6755,1.06212,10,-0.11,-0.34,-0.48
"359",2008,11,1,-0.82,0.78,21.99,21.99,-0.48,-1.26,267.75,0.68,15.3,6.8,0.23,1.4,56.2,0.5,11,-1.16974,-1.06292,1.20792,11,-0.37,-0.65,-0.77
"360",2008,12,0,-1.05,0.834,23.41,23.41,-1.02,-1.69,267.49,-0.19,21.8,8.5,-0.06,1.7,62.2,0.6,12,-1.16012,-1.01855,1.31035,12,-0.65,-1.08,-1.44
"361",2009,1,0,-1.24,0.655,24.85,24.85,-1.54,-1.42,267.35,-0.47,17.6,3,-0.16,0.6,54.5,0.6,1,-0.6874,-0.60812,0.71823,1,-0.32,-0.77,-1.08
"362",2009,2,0,-1.92,0.533,26.22,26.22,-2.73,-0.86,267.44,-0.24,20.9,6.8,-0.08,1.4,55.8,0.5,2,-0.96414,-0.7343,1.18465,2,0,-0.37,-0.5
"363",2009,3,0,-0.37,0.23,26.56,26.56,0.08,-2.01,267.41,-0.72,16.7,6.6,-0.24,1.4,51.7,0.3,3,-0.69954,-0.76302,0.48952,3,0.24,0,0.08
"364",2009,4,0,-0.44,-0.157,25.43,25.43,-0.15,-2,267.89,0.04,9.3,1.3,0.01,0.3,48.1,0.4,4,-0.86938,-0.69644,0.8131,4,0.59,0.52,0.65
"365",2009,5,0,0.68,-0.49,24.65,24.65,1.27,-1.59,267.77,-0.45,3.3,-1.6,-0.15,-0.3,52.3,0.5,5,-0.63202,-0.7685,0.23829,5,0.79,0.77,0.87
"366",2009,6,0,0.65,-0.59,23.14,23.14,-1.64,-0.16,267.57,-0.22,0,-1.8,-0.07,-0.4,NA,0.5,6,0.29816,0.20104,-0.37526,6,1.01,1.07,1.13
"367",2009,7,0,0.53,-0.946,20.93,20.93,0.51,-0.19,267.85,1.53,2.8,3.1,0.52,0.6,NA,0.3,7,0.32415,0.89237,0.39744,7,0.93,1.04,1.05
"368",2009,8,1,1.05,-1.283,19.7,19.7,0.67,-0.11,267.83,1.29,-5.7,-3.1,0.43,-0.6,NA,0,8,0.87152,0.6119,-1.0447,8,0.72,0.79,0.79
"369",2009,9,1,0.34,-1.662,19.5,19.5,1.02,0,268.04,1.9,3.9,7.2,0.64,1.5,NA,-0.1,9,0.28839,0.45294,-0.07217,9,0.64,0.72,0.76
"370",2009,10,0,1.86,-1.927,19.73,19.73,1.85,0.1,267.8,0.98,-4.2,-5.9,0.33,-1.2,NA,0,10,0.71448,0.67982,-0.70821,10,0.7,0.86,1.04
"371",2009,11,1,1.55,-2.151,20.34,20.34,0.51,-0.96,267.98,1.36,3.8,-4.7,0.46,-1,NA,0.1,11,-0.24659,-0.19071,0.30258,11,1,1.31,1.75
"372",2009,12,0,1.75,-2.168,21.91,21.91,-0.68,1.04,267.95,1.17,7.2,-6.1,0.4,-1.3,-2.7,0,12,1.21623,1.33143,-0.9792,12,0.96,1.28,1.36
"373",2010,1,0,1.64,-2.205,24.08,24.08,-1.01,0.65,268.33,2.43,9.7,-4.9,0.82,-1,2.1,-0.3,1,1.00578,1.15464,-0.64101,1,0.66,0.94,1.14
"374",2010,2,0,1.93,-1.881,25.94,25.94,2.03,0.47,268.37,2.51,10,-4.1,0.85,-0.8,-0.6,-0.5,2,2.00625,2.30544,-1.247,2,0.6,0.93,1.24
"375",2010,3,0,1.25,-1.448,25.61,25.61,-0.64,2.02,268.54,2.63,5.1,-5,0.89,-1,14.4,-0.5,3,0.62486,0.86324,-0.18907,3,0.41,0.65,0.97
"376",2010,4,0,-0.1,-1,25.34,25.34,1.66,1.34,268.63,2.23,5.3,-2.7,0.75,-0.6,32.6,-0.4,4,0.66273,0.51691,-0.64104,4,-0.06,-0.01,-0.06
"377",2010,5,0,-0.71,-0.796,24.53,24.53,-0.16,-0.11,268.85,2.75,6.6,1.7,0.93,0.3,52.7,-0.3,5,-0.18582,0.46828,1.02743,5,-0.66,-0.83,-1
"378",2010,6,1,-0.59,-0.326,23.42,23.42,-0.81,-0.51,268.24,1.76,1.4,-0.4,0.6,-0.1,59.3,-0.3,6,-0.80504,0.10793,1.77058,6,-0.83,-1.12,-1.34
"379",2010,7,0,-1.99,-0.076,22.06,22.06,-0.81,0.65,267.85,1.53,-0.3,0,0.52,0,58.2,-0.3,7,-1.17543,-0.8989,1.27436,7,-0.8,-1.14,-1.36
"380",2010,8,2,-2.24,0.038,20.79,20.79,-2.03,0.72,267.92,1.55,0.2,2.8,0.53,0.6,65.6,-0.2,8,-1.68569,-1.30932,1.8817,8,-0.88,-1.33,-1.74
"381",2010,9,4,-2.56,0.229,19.99,19.99,-0.08,0.88,267.78,1.13,-4.4,-1.1,0.38,-0.2,74.2,-0.2,9,-1.16834,-0.26838,2.08377,9,-0.92,-1.45,-1.93
"382",2010,10,5,-2.17,0.723,20.24,20.24,2.87,0.34,267.75,0.83,10.2,8.5,0.28,1.7,72.8,-0.1,10,-1.38906,-0.92978,1.8211,10,-0.89,-1.47,-1.92
"383",2010,11,0,-1.69,1.11,21.09,21.09,1.28,0.02,267.52,0,14.6,6.1,0,1.2,70.8,-0.2,11,-0.82952,-0.53275,1.1742,11,-0.76,-1.31,-1.64
"384",2010,12,0,-2.75,1.551,22.13,22.13,-0.57,0.42,267.51,-0.13,22.5,9.2,-0.04,1.9,71.3,-0.1,12,-0.99563,-0.8213,1.20362,12,-0.67,-1.24,-1.56
"385",2011,1,0,-2.41,1.584,24.38,24.38,2.46,1.31,267.12,-1.15,27.3,12.7,-0.39,2.6,66.2,0,1,-0.95504,-0.43236,1.6363,1,-0.35,-0.92,-1.27
"386",2011,2,0,-3.05,1.637,26.46,26.46,0.21,0.87,267.24,-0.83,24.3,10.2,-0.28,2.1,70.9,0.1,2,-0.97688,-0.68154,1.29817,2,0.3,-0.11,-0.22
"387",2011,3,0,-2.24,1.555,26.65,26.65,1.27,1.38,267.43,-0.66,19.8,9.7,-0.22,2,64.1,0.2,3,-1.66771,-0.98474,2.3068,3,0.72,0.5,0.5
"388",2011,4,0,-1.68,1.279,26.44,26.44,-1.23,0.49,267.74,-0.41,17,9,-0.14,1.9,53.9,0.5,4,-1.10085,-1.13401,0.64698,4,0.89,0.72,0.58
"389",2011,5,0,-0.47,0.919,25.29,25.29,1.83,-0.76,267.84,-0.24,13.2,8.3,-0.08,1.7,46.8,0.7,5,-0.94569,-0.75606,0.89967,5,0.74,0.64,0.47
"390",2011,6,0,-0.3,0.824,24.14,24.14,-0.1,-1.43,267.82,0.52,7.5,5.7,0.18,1.2,42.1,0.7,6,-1.14128,-0.92474,1.25577,6,0.52,0.46,0.39
"391",2011,7,0,-0.71,0.442,22.36,22.36,-1.02,-0.53,267.53,0.58,6.3,6.6,0.2,1.4,46.2,0.8,7,-0.42466,-0.10496,0.71579,7,0.25,0.2,0.06
"392",2011,8,1,-0.57,0.259,21.07,21.07,-1.54,-1.18,267.63,0.7,-0.9,1.7,0.24,0.4,53.6,1.1,8,-0.04856,-0.05091,0.03963,8,-0.07,-0.22,-0.54
"393",2011,9,4,-1.15,0.184,20.79,20.79,0.08,-0.19,267.66,0.78,1.2,4.5,0.26,0.9,56.3,1.6,9,-0.73505,-0.52379,0.90514,9,-0.37,-0.64,-1.01
"394",2011,10,2,-0.95,0.333,20.65,20.65,-1.43,0.74,267.45,-0.06,0.6,-1.1,-0.02,-0.2,66.8,2,10,-0.2349,-0.32531,0.11746,10,-0.51,-0.87,-1.26
"395",2011,11,0,-1.3,0.579,21.24,21.24,1.19,1.66,267.56,0.12,10.5,2,0.04,0.4,59.9,2.2,11,-0.44671,-0.59493,0.18967,11,-0.36,-0.71,-0.92
"396",2011,12,0,-2.32,1.165,21.96,21.96,-0.42,-0.44,267.72,0.49,24.9,11.6,0.17,2.4,60,2.2,12,-1.2906,-1.15661,1.42255,12,-0.4,-0.81,-1.07
"397",2012,1,0,-1.14,1.288,23.89,23.89,-1.75,-0.89,267.28,-0.68,25.9,11.3,-0.23,2.3,61.2,2.2,1,-0.73538,-0.76842,0.58599,1,-0.28,-0.79,-1.17
"398",2012,2,0,-0.79,1.455,25.37,25.37,-1.2,-0.73,267.09,-1.27,17.5,3.4,-0.43,0.7,63.9,1.9,2,-0.52528,-0.28279,0.82917,2,0.16,-0.26,-0.46
"399",2012,3,0,-0.81,1.36,25.81,25.81,-1.66,-2.95,267.49,-0.48,19,8.9,-0.16,1.8,50.3,1.5,3,-1.37498,-1.28634,1.25372,3,0.4,0.06,0
"400",2012,4,0,-0.2,1.24,24.31,24.31,-2.08,-2.1,267.52,-1.06,11.1,3.1,-0.36,0.6,39.3,1.3,4,-0.40796,-0.74111,-0.24709,4,0.67,0.51,0.27
"401",2012,5,0,-0.06,0.887,22.83,22.83,-0.53,-0.76,267.73,-0.56,7.6,2.7,-0.19,0.5,42,1.1,5,-1.03549,-0.78833,1.03962,5,0.67,0.58,0.47
"402",2012,6,1,0.55,0.518,21.22,21.22,2.17,3.1,267.52,-0.37,3.7,1.9,-0.12,0.4,45.8,0.7,6,-0.55555,-0.47975,0.57681,6,0.71,0.66,0.56
"403",2012,7,0,0.46,0.02,20.36,20.36,0.49,1.02,267.53,0.58,1.3,1.6,0.2,0.3,33.1,0.3,7,-0.6769,-0.75182,0.46179,7,0.73,0.76,0.82
"404",2012,8,4,0.69,-0.479,19.85,19.85,0.31,0.75,267.52,0.37,-6.1,-3.5,0.13,-0.7,51.9,-0.1,8,0.27935,0.05502,-0.49076,8,0.69,0.74,0.83
"405",2012,9,3,0.23,-0.988,19.95,19.95,0.83,-1.61,267.65,0.75,2.4,5.7,0.25,1.2,45.9,-0.5,9,0.04974,0.38725,0.34102,9,0.4,0.44,0.36
"406",2012,10,2,0.02,-1.28,20.27,20.27,-0.86,-2.13,267.62,0.44,0.8,-0.9,0.15,-0.2,46.5,-0.8,10,0.17407,-0.13591,-0.51433,10,0.31,0.38,0.4
"407",2012,11,0,0.18,-1.28,21.09,21.09,-0.47,-0.75,267.7,0.54,8.7,0.2,0.18,0,44.9,-1,11,-0.19069,-0.24881,0.08837,11,0.15,0.22,0.34
"408",2012,12,0,0.29,-0.999,22.37,22.37,0.45,-0.73,267.75,0.58,11.3,-2,0.2,-0.4,44.8,-0.9,12,-0.15243,-0.28022,-0.04692,12,-0.11,-0.17,-0.27
"409",2013,1,0,-0.19,-0.753,24.56,24.56,0.87,-0.09,268.05,1.6,21.3,6.7,0.54,1.4,29.9,-0.6,1,-0.48993,-0.62656,0.21301,1,-0.24,-0.47,-0.59
"410",2013,2,0,-0.12,-0.794,25.49,25.49,1.44,0.21,267.82,0.89,14,-0.1,0.3,0,36.6,-0.4,2,-0.78834,-0.72324,0.77621,2,-0.05,-0.23,-0.17
"411",2013,3,0,-1.16,-1.008,26.17,26.17,2.03,0.88,267.96,0.91,16.3,6.2,0.31,1.3,33.4,-0.3,3,0.28683,-0.06417,-0.71578,3,0.13,-0.04,0.06
"412",2013,4,0,0.05,-1.304,25.51,25.51,0.98,0.64,268.12,0.72,13,5,0.24,1,47.1,-0.4,4,-1.34545,-1.18802,1.0911,4,0.18,-0.02,-0.06
"413",2013,5,0,-0.76,-1.778,25.48,25.48,-0.08,0.08,268,0.23,6.8,1.9,0.08,0.4,52.3,-0.5,5,-0.87263,-0.73686,0.77609,5,0.15,-0.09,-0.14
"414",2013,6,0,-0.85,-2.053,24.67,24.67,2.1,2.3,267.88,0.7,4.1,2.3,0.24,0.5,49.2,-0.4,6,-0.7165,-0.67579,0.67752,6,0.31,0.16,0.26
"415",2013,7,0,-0.63,-2.055,22.94,22.94,0.82,1.51,267.42,0.25,1.9,2.2,0.09,0.5,55.2,-0.3,7,-2.05964,-1.83693,1.92875,7,0.34,0.28,0.41
"416",2013,8,0,-0.45,-1.738,21.9,21.9,0.5,0.8,267.53,0.4,-7.5,-4.9,0.14,-1,63.6,-0.2,8,-0.74688,-0.62011,0.78955,8,0.3,0.25,0.32
"417",2013,9,2,-0.08,-1.507,21.52,21.52,-1.37,-1.58,267.66,0.78,0.3,3.6,0.26,0.7,58.1,-0.2,9,-0.75063,-0.76808,0.65769,9,0.4,0.29,0.38
"418",2013,10,0,-0.02,-1.063,21.71,21.71,0.26,-2.69,267.45,-0.06,3.2,1.5,-0.02,0.3,53.5,-0.6,10,-0.18233,-0.41766,-0.09604,10,0.37,0.26,0.15
"419",2013,11,0,-0.52,-0.541,22.45,22.45,1.75,-0.95,267.57,0.15,8,-0.5,0.05,-0.1,56,-0.9,11,-0.45609,-0.50925,0.33472,11,0.45,0.48,0.62
"420",2013,12,0,-0.08,-0.362,23.22,23.22,-0.61,-0.32,267.67,0.35,19.7,6.4,0.12,1.3,48.4,-1.1,12,-0.80907,-0.83,0.73476,12,0.33,0.26,0.26
"421",2014,1,0,-1.3,-0.568,24.41,24.41,0.6,1.68,267.51,0,20.2,5.6,0,1.1,38.6,-1,1,-0.30051,-0.28332,0.28697,1,0.18,0,-0.33
"422",2014,2,0,-0.61,-0.565,25.57,25.57,0.73,-0.28,267.61,0.27,17.9,3.8,0.09,0.8,38.2,-0.8,2,0.45847,0.21441,-0.77449,2,0.43,0.42,0.39
"423",2014,3,0,0.34,-0.573,26.57,26.57,1.08,1.1,267.67,0.05,11.2,1.1,0.02,0.2,19.7,-0.8,3,0.77458,0.68955,-0.75423,3,0.93,1.21,1.6
"424",2014,4,0,-0.21,-0.748,26.54,26.54,1.41,1.15,267.96,0.24,7.5,-0.5,0.08,-0.1,22.3,-0.8,4,1.30984,1.1762,-1.03245,4,1,1.27,1.41
"425",2014,5,0,0.11,-0.531,25.96,25.96,0.37,1.41,268.13,0.62,1.1,-3.8,0.21,-0.8,40.7,-0.8,5,0.66205,0.62808,-0.49362,5,0.74,1,0.95
"426",2014,6,0,0.41,-0.327,25.32,25.32,-0.36,0.24,268.3,1.94,3.1,1.3,0.66,0.3,32.2,-0.6,6,0.50777,0.34325,-0.63804,6,0.31,0.39,0.27
