"","Year","Month","Hurricane Count","time_series1.enso.ts.1mn","time_series1.tni.had","time_series1.nina1","time_series1.nina3.anom","time_series1.pna","time_series1.soi","time_series2.z500_avg","time_series2.z500_std","time_series2.zzwnd200_ori","time_series2.zwdn_200_an","time_series2.zwdn_500_an","time_series2.zwnd200_st","time_series2.OLR","time_series2.Oni","MM","ESPI","EI","LI","MON","X130E.80W","X160E.80W","X180W.100W"
"427",2014,7,1,0.29,-0.404,24.5,24.5,-2.61,0.21,267.75,1.23,-1.5,-1.2,0.42,-0.2,43.5,-0.5,7,0.11128,1.10047,1.05918,7,0.05,0.02,-0.18
"428",2014,8,2,0.56,-0.583,22.66,22.66,-1.14,-1.09,267.39,-0.01,-8.2,-5.6,0,-1.1,55.5,-0.5,8,0.14441,0.12676,-0.14508,8,0.36,0.37,0.39
"429",2014,9,1,0.9,-0.82,23.01,23.01,-0.02,-1.76,267.5,0.3,-3.5,-0.2,0.1,0,54.5,-0.4,9,0.21027,0.36418,-0.01383,9,0.55,0.58,0.64
"430",2014,10,2,0.75,-1.107,23.14,23.14,-0.53,-0.77,267.55,0.24,0.7,-1,0.08,-0.2,49,-0.3,10,0.55725,0.37292,-0.73066,10,0.51,0.51,0.53
"431",2014,11,0,1.26,-1.38,23.93,23.93,0.39,-0.26,267.8,0.83,2.3,-6.2,0.28,-1.3,50.3,-0.3,11,0.15872,-0.03984,-0.42842,11,0.62,0.68,0.9
"432",2014,12,0,0.81,-1.553,25.02,25.02,-1.9,-0.45,267.91,1.06,9.8,-3.5,0.36,-0.7,37.8,-0.4,12,-0.36161,-0.5486,0.06256,12,0.5,0.48,0.54
"433",2015,1,0,0.89,-1.723,26.36,26.36,1.44,-1.1,267.73,0.65,11.8,-2.8,0.22,-0.6,36.6,-0.5,1,-0.00903,-0.31266,-0.46205,1,0.28,0.22,0.15
"434",2015,2,0,0.21,-1.789,27.4,27.4,-0.99,-1.11,267.51,-0.03,18.2,4.1,-0.01,0.8,32.8,-0.5,2,-0.0307,-0.29049,-0.38079,2,0.54,0.65,0.83
"435",2015,3,0,0.81,-1.578,27.83,27.83,-1.19,1.8,267.81,0.47,15.3,5.2,0.16,1.1,8,-0.3,3,0.95037,0.89959,-0.85223,3,0.85,1.17,1.52
"436",2015,4,0,0.87,-1.221,25.98,25.98,-1.27,2.18,267.96,0.24,2.9,-5.1,0.08,-1,21.1,-0.2,4,1.24429,1.30531,-0.69556,4,1.05,1.42,1.74
"437",2015,5,0,1.54,-0.703,24.9,24.9,-0.82,0.92,268.12,0.59,-2.5,-7.4,0.2,-1.5,28.3,-0.1,5,3.02095,2.76516,-2.39134,5,1.03,1.42,1.53
"438",2015,6,0,1.35,-0.358,23.77,23.77,1.28,-0.22,268.06,1.23,0.1,-1.7,0.42,-0.4,21.2,0,6,1.59968,1.67186,-1.3229,6,0.87,1.27,1.51
"439",2015,7,0,2.15,-0.031,22.21,22.21,-0.19,0.6,267.77,1.29,-5,-4.7,0.44,-1,39.8,0.2,7,3.76707,3.66736,-3.1702,7,0.92,1.36,1.69
"440",2015,8,2,2.36,0.066,21.25,21.25,-0.53,-0.15,267.82,1.26,-4.9,-2.3,0.43,-0.5,27.6,0.4,8,2.32905,2.53892,-1.79352,8,0.99,1.43,1.97
"441",2015,9,1,2.63,-0.063,21.29,21.29,-0.63,0.81,267.94,1.6,-7.3,-4,0.54,-0.8,28.1,0.7,9,2.18597,2.57461,-1.52897,9,1.04,1.48,1.8
"442",2015,10,0,2.67,-0.166,21.36,21.36,-1.5,0.3,268.17,2.07,-6.7,-8.4,0.7,-1.7,28.4,0.9,10,2.30534,2.34068,-2.11831,10,1.04,1.51,1.91
"443",2015,11,1,1.99,-0.244,21.78,21.78,-1.83,-0.05,268.25,2.16,-0.4,-8.9,0.73,-1.8,23.7,1.1,11,0.9527,1.22143,-0.47259,11,0.92,1.41,1.78
"444",2015,12,0,1.74,-0.506,23.24,23.24,1.08,1.66,268.46,2.68,6.1,-7.2,0.91,-1.5,-4.3,1.2,12,2.05867,2.15445,-1.80595,12,0.58,1.04,1.2
"445",2016,1,1,2.9,-0.807,25.5,25.5,0.6,1.39,268.5,2.93,6,-8.6,0.99,-1.8,2.9,1.2,1,2.26359,1.95557,-2.43778,1,0.44,0.88,1.25
"446",2016,2,0,2.97,-1.004,27.46,27.46,0.41,1.53,268.84,3.91,9,-5.1,1.32,-1,-2.6,1.2,2,1.73267,1.89134,-1.2332,2,-0.04,0.31,0.56
"447",2016,3,0,1.19,-1.125,28.1,28.1,0.51,0.89,268.87,3.6,7.8,-2.3,1.22,-0.5,12.3,1.1,3,1.18154,1.22013,-0.92056,3,-0.52,-0.33,-0.31
"448",2016,4,0,1.69,-1.217,26.59,26.59,-0.15,3.64,268.92,3.08,2.5,-5.5,1.04,-1.1,22.9,0.9,4,0.98914,0.87827,-0.79476,4,-0.92,-0.85,-0.88
"449",2016,5,0,0.03,-1.244,24.63,24.63,-0.03,1,268.68,2.25,1.4,-3.5,0.76,-0.7,40.2,1,5,0.07251,-0.221,-0.45369,5,-1.03,-1.08,-1.15
"450",2016,6,0,-0.29,-1.086,22.89,22.89,0.39,-1.01,268.06,1.23,0,-1.8,0.42,-0.4,44.8,1.2,6,-0.50999,-0.39624,0.58092,6,-0.86,-0.97,-1.05
"451",2016,7,0,-0.51,-0.774,21.64,21.64,-0.35,-0.87,267.93,1.76,-1.4,-1.1,0.6,-0.2,52.7,1.5,7,-0.95807,-0.67164,1.10963,7,-0.63,-0.68,-0.76
"452",2016,8,2,-0.88,-0.49,20.67,20.67,-1.49,-0.11,267.95,1.64,0.6,3.2,0.56,0.7,62.1,1.7,8,-0.31014,-0.3055,0.27481,8,-0.5,-0.56,-0.71
"453",2016,9,2,-1.14,-0.232,19.92,19.92,-0.28,-0.01,267.81,1.22,-0.7,2.6,0.41,0.5,65.4,1.6,9,-1.35389,-1.1196,1.49011,9,-0.48,-0.55,-0.71
"454",2016,10,1,-0.22,0.109,20.21,20.21,1.18,-0.11,268.07,1.78,1.7,0,0.6,0,66.1,1.5,10,-1.22303,-1.10248,1.28171,10,-0.59,-0.75,-0.92
"455",2016,11,1,-0.14,0.322,20.46,20.46,-0.71,-1.81,267.95,1.28,12.9,4.4,0.43,0.9,66.6,1.3,11,-0.48794,-0.40162,0.56389,11,-0.35,-0.53,-0.62
"456",2016,12,0,-0.34,0.599,21.39,21.39,1.06,0.18,267.89,1,13.1,-0.2,0.34,0,55.3,1.1,12,-0.66701,-0.57268,0.77274,12,-0.06,-0.18,-0.24
"457",2017,1,0,-0.27,0.904,23.44,23.44,0.63,-1.08,267.82,0.92,16.9,2.3,0.31,0.5,49.5,0.8,1,-1.00061,-0.8951,1.03019,1,0.18,0.07,0.01
"458",2017,2,0,0.06,0.862,25.13,25.13,0.57,-1.84,267.73,0.62,13.2,-0.9,0.21,-0.2,56.6,0.5,2,-0.64087,-0.55403,0.68415,2,0.36,0.3,0.15
"459",2017,3,0,-0.49,0.681,25.13,25.13,0.85,-3.51,267.85,0.58,14.2,4.1,0.2,0.8,54.1,0.1,3,-0.7616,-0.75231,0.64004,3,0.43,0.38,0.22
"460",2017,4,0,0.49,0.324,24.51,24.51,1.54,-3.05,268.15,0.81,5.9,-2.1,0.27,-0.4,43.1,-0.3,4,-0.42776,-0.40749,0.30172,4,0.34,0.28,0.06
"461",2017,5,0,0.31,-0.325,23.67,23.67,-1.02,-1.68,268.48,1.66,3.3,-1.6,0.56,-0.3,44.8,-0.9,5,-1.01931,-1.05129,0.64374,5,0.37,0.36,0.3
"462",2017,6,0,0.69,-1.123,22.4,22.4,0.56,-2.29,268.08,1.29,-0.3,-2.1,0.44,-0.4,53,-1.3,6,-0.76059,-0.63955,0.8098,6,0.21,0.22,0.22
"463",2017,7,0,-0.19,-1.598,21.56,21.56,-0.43,-2.11,267.94,1.79,-1.2,-0.9,0.61,-0.2,37.5,-1.3,7,-1.37817,-1.39886,1.09339,7,0.13,0.15,0.16
"464",2017,8,4,-0.42,-1.87,20.74,20.74,0.74,-0.96,267.87,1.41,-4.2,-1.6,0.48,-0.3,54.1,-1.1,8,-0.50408,-0.32888,0.6319,8,-0.19,-0.21,-0.4
"465",2017,9,4,-0.58,-1.975,20.65,20.65,-2.6,-0.7,268.04,1.9,-4.6,-1.3,0.64,-0.3,63.9,-1.2,9,-1.37199,-1.56814,1.01428,9,-0.45,-0.57,-0.79
"466",2017,10,2,-0.9,-1.847,21.18,21.18,0.75,-0.83,268.02,1.63,6.5,4.8,0.55,1,60.9,-1.5,10,-0.67286,-0.58555,0.72891,10,-0.54,-0.77,-0.97
"467",2017,11,0,-1.12,-1.663,22.46,22.46,1.19,-1.81,267.86,1.01,13.2,4.7,0.34,1,61.9,-1.8,11,-1.13442,-0.93523,1.30882,11,-0.41,-0.65,-0.84
"468",2017,12,0,-0.33,-1.204,23.86,23.86,0.5,-1.57,268.03,1.41,14.6,1.3,0.48,0.3,48.5,-1.8,12,-0.71703,-0.63877,0.79605,12,-0.31,-0.54,-0.75
"469",2018,1,0,-1.13,-1.18,25.4,25.4,0.03,-0.43,267.71,0.59,18.9,4.3,0.2,0.9,61.6,-1.7,1,-0.84826,-0.68515,0.98734,1,0.01,-0.17,-0.16
"470",2018,2,0,-0.04,-1.171,26.62,26.62,1.37,-0.88,267.58,0.18,17.5,3.4,0.06,0.7,35.1,-1.4,2,-0.2424,-0.43226,-0.09018,2,0.29,0.09,-0.11
"471",2018,3,0,-1.49,-1.205,26.61,26.61,0.38,-0.56,267.82,0.5,19.8,9.7,0.17,2,45.4,-1.1,3,-0.47027,-0.54945,0.2792,3,0.46,0.44,0.51
"472",2018,4,0,-0.62,-1.374,25.83,25.83,1.12,-0.84,267.73,-0.44,12.6,4.6,-0.15,0.9,56.2,-0.8,4,-0.3192,-0.19753,0.3868,4,0.58,0.62,0.8
"473",2018,5,0,-0.25,-1.688,24.61,24.61,0.61,-1.03,268.04,0.35,5.9,1,0.12,0.2,57.8,-0.6,5,-0.11709,-0.01987,0.21308,5,0.72,0.75,0.88
"474",2018,6,0,0.31,-1.809,22.78,22.78,1.31,-0.71,267.72,0.22,-2.9,-4.7,0.08,-1,59.8,-0.4,6,0.17841,0.27578,-0.04358,6,0.77,0.8,0.86
"475",2018,7,2,0.2,-1.846,21.27,21.27,1.6,0.68,267.77,1.29,3,3.3,0.44,0.7,49.3,-0.3,7,-0.05495,0.28642,0.44122,7,0.74,0.73,0.81
"476",2018,8,0,0.49,-1.898,20.24,20.24,-0.62,1.43,267.6,0.61,-3,-0.4,0.21,-0.1,55.7,-0.3,8,0.10955,-0.30413,-0.55229,8,0.75,0.73,0.81
"477",2018,9,3,1.05,-1.716,20.01,20.01,-0.97,1.75,267.73,0.98,-5.6,-2.3,0.33,-0.5,57.5,-0.2,9,0.11905,-0.1768,-0.44575,9,0.88,0.93,0.98
"478",2018,10,3,0.29,-1.562,20.27,20.27,0.89,0.81,267.78,0.92,-0.9,-2.6,0.31,-0.5,56.6,-0.2,10,0.26692,0.39503,-0.10469,10,1.08,1.29,1.47
"479",2018,11,0,0.63,-1.147,21.55,21.55,0.11,1.95,268.06,1.6,7.8,-0.7,0.54,-0.1,39.8,-0.2,11,0.36731,0.28077,-0.45546,11,0.97,1.2,1.25
"480",2018,12,0,-0.23,-0.859,22.77,22.77,0.33,0.3,267.9,1.03,14.4,1.1,0.35,0.2,32.4,-0.1,12,0.28784,0.29154,-0.26701,12,0.71,0.88,0.92
"481",2019,1,0,0.43,-0.896,24.2,24.2,-1.57,0.56,267.9,1.15,17.6,3,0.39,0.6,24,0.1,1,0.19336,-0.08588,-0.59966,1,0.53,0.62,0.59
"482",2019,2,0,1.58,-0.875,26.12,26.12,-1.71,-0.23,267.9,1.12,13,-1.1,0.38,-0.2,6.4,0.2,2,1.28877,1.16732,-1.29247,2,0.59,0.76,0.94
"483",2019,3,0,0.9,-0.979,26.43,26.43,-1.56,-0.32,268.17,1.53,10.6,0.5,0.52,0.1,18.2,0.3,3,1.0228,1.16252,-0.65166,3,0.7,0.91,1.19
"484",2019,4,0,0.65,-1.412,25.81,25.81,-0.77,-0.84,268.48,1.78,9.9,1.9,0.6,0.4,24.3,0.3,4,0.30068,0.22407,-0.3067,4,0.21,0.39,0.41
"485",2019,5,0,1.19,-1.885,24.28,24.28,-0.04,-0.57,268.34,1.24,3.1,-1.8,0.42,-0.4,32.2,0.3,5,1.10183,0.74724,-1.23255,5,0.01,0.09,0.07
"486",2019,6,0,0.9,-1.937,22.43,22.43,-0.56,0.45,268.4,2.24,4.4,2.6,0.76,0.5,38.6,0.3,6,-0.31736,-0.4547,0.11928,6,-0.08,0.07,0.24
"487",2019,7,1,0.86,-2.309,20.68,20.68,-0.59,-0.03,267.77,1.29,-4,-3.7,0.44,-0.8,48.2,0.3,7,0.75425,0.80872,-0.54824,7,-0.11,0.03,0.13
"488",2019,8,1,0.26,-2.674,19.96,19.96,-0.27,-1.05,267.96,1.67,-2.2,0.4,0.57,0.1,50.7,0.4,8,0.5958,0.38917,-0.74639,8,-0.14,-0.06,-0.08
"489",2019,9,3,1,-2.595,19.5,19.5,0.41,-0.07,267.99,1.75,-8.5,-5.2,0.59,-1.1,62,0.4,9,1.11256,0.97715,-1.15919,9,0.07,0.09,0
"490",2019,10,1,0.64,-2.413,20.42,20.42,-1.08,-0.43,267.59,0.36,-2.3,-4,0.12,-0.8,58.4,0.3,10,0.27144,0.04829,-0.50708,10,0.38,0.49,0.7
"491",2019,11,0,1.07,-2.404,21.07,21.07,-0.7,-0.58,268,1.42,8,-0.5,0.48,-0.1,45.9,0.4,11,1.02508,1.21547,-0.6504,11,0.34,0.34,0.26
"492",2019,12,0,0.71,-2.172,22.21,22.21,0.57,0.65,268.2,1.91,9.8,-3.5,0.65,-0.7,34.1,0.4,12,0.45743,0.32527,-0.63091,12,0.37,0.45,0.35
"493",2020,1,0,0.18,-2.005,23.68,23.68,-1.09,-0.99,268.31,2.37,20.1,5.5,0.8,1.1,23.5,0.4,1,0.42295,0.07402,-0.90643,1,0.33,0.48,0.49
"494",2020,2,0,0.25,-1.881,25.24,25.24,-2.78,0.84,268.52,2.96,20.5,6.4,1,1.3,14.7,0.3,2,0.65455,0.56988,-0.69244,2,0.32,0.51,0.53
"495",2020,3,0,0.42,-1.7,25.74,25.74,0.04,-0.41,268.46,2.39,15.5,5.4,0.81,1.1,38.8,0.2,3,-0.09639,-0.13054,0.03275,3,0.1,0.19,0.33
"496",2020,4,0,0.35,-1.606,24.59,24.59,-0.62,1.02,268.4,1.55,12.4,4.4,0.52,0.9,48.2,0.3,4,-0.69421,-0.76025,0.33951,4,-0.2,-0.24,-0.3
"497",2020,5,0,-0.4,-1.79,23.63,23.63,0.27,0.18,268.78,2.54,9.9,5,0.86,1,54,0.5,5,-0.52105,0.03786,1.12238,5,-0.51,-0.7,-0.92
"498",2020,6,0,0.07,-1.533,22.75,22.75,-1.39,-0.63,268.15,1.5,2,0.2,0.51,0,61.3,0.6,6,-0.69097,-0.51681,0.81039,6,-0.35,-0.54,-0.62
"499",2020,7,2,-0.26,-1.511,21.75,21.75,-0.26,1.43,267.99,1.94,3,3.3,0.66,0.7,58.7,0.7,7,-1.05615,-0.90308,1.03419,7,-0.12,-0.25,-0.18
"500",2020,8,2,-1.19,-1.37,20.71,20.71,1.76,0.2,268.23,2.47,-2.5,0.1,0.84,0,63.7,0.6,8,-0.48873,-0.71394,0.17621,8,-0.29,-0.55,-0.8
"501",2020,9,4,-1.03,-1.095,20.02,20.02,-0.46,1.67,267.97,1.69,4,7.3,0.57,1.5,66.5,0.6,9,-0.70276,-0.51634,0.84758,9,-0.35,-0.63,-0.87
"502",2020,10,4,-1.03,-0.479,20.15,20.15,-0.91,0.72,267.94,1.39,9.3,7.6,0.47,1.6,68.4,0.8,10,-1.30303,-1.14011,1.40463,10,-0.49,-0.85,-1.11
"503",2020,11,2,-1.08,-0.052,20.53,20.53,-1.66,0.09,268.06,1.6,10.3,1.8,0.54,0.4,67.1,1.2,11,-0.90166,-0.89899,0.8166,11,-0.44,-0.8,-1.04
"504",2020,12,0,-1.83,0.379,21.12,21.12,-1.62,-0.71,267.98,1.26,24.5,11.2,0.43,2.3,64.7,1.5,12,-0.89833,-0.70943,1.13329,12,-0.3,-0.71,-0.94
"505",2021,1,0,-1.86,0.478,23.46,23.46,0.2,-0.3,267.88,1.09,30.6,16,0.37,3.3,69.6,1.7,1,-1.15912,-0.69759,1.71848,1,-0.21,-0.71,-1.02
"506",2021,2,0,-1.84,0.368,24.52,24.52,1.13,-0.4,267.72,0.59,25.2,11.1,0.2,2.3,52.3,1.6,2,-0.53245,-0.58126,0.3789,2,0.06,-0.44,-0.82
"507",2021,3,0,-0.63,0.083,25.73,25.73,-1.21,-0.15,267.71,0.17,16.2,6.1,0.06,1.3,59.7,1.5,3,-1.07266,-0.93146,1.0765,3,0.54,0.29,0.27
"508",2021,4,0,-0.59,-0.271,24.14,24.14,0.38,-1.78,267.84,-0.11,17.2,9.2,-0.04,1.9,38.1,1.3,4,-0.44219,-0.45373,0.26258,4,0.67,0.56,0.6
"509",2021,5,0,-0.52,-0.569,22.76,22.76,-0.63,0.07,268.42,1.48,13.1,8.2,0.5,1.7,45.1,1.1,5,-1.18542,-0.60479,1.60067,5,0.58,0.57,0.65
"510",2021,6,0,-0.15,-0.713,21.63,21.63,-0.92,2.63,267.76,0.34,3.7,1.9,0.12,0.4,56.4,0.7,6,0.28266,0.39947,-0.11264,6,0.33,0.34,0.31
"511",2021,7,1,-1.05,-0.636,20.76,20.76,0.28,1.08,267.89,1.65,9.9,10.2,0.56,2.1,51,0.4,7,-0.6034,-0.76097,0.30615,7,-0.09,-0.22,-0.4
"512",2021,8,3,-0.62,-0.486,20.41,20.41,-0.28,0.89,267.9,1.49,-2.2,0.4,0.51,0.1,66.2,0.1,8,-0.92122,-0.35661,1.42486,8,-0.3,-0.51,-0.83
"513",2021,9,3,-0.69,-0.459,19.71,19.71,1.15,0.06,267.88,1.43,5.7,9,0.48,1.9,65.3,-0.1,9,-1.23097,-0.92454,1.46165,9,-0.56,-0.89,-1.28
"514",2021,10,0,-1,-0.385,19.23,19.23,-2.35,0.2,268.1,1.87,3.4,1.7,0.63,0.3,70.5,-0.2,10,-0.5642,-0.57266,0.51863,10,-0.69,-1.09,-1.59
"515",2021,11,0,-1.14,-0.443,20.52,20.52,0.22,0.74,268.03,1.51,14,5.5,0.51,1.1,69.1,-0.3,11,-1.2019,-0.84008,1.60335,11,-0.51,-0.88,-1.09
"516",2021,12,0,-1.61,-0.545,22.35,22.35,0.17,0.41,268.08,1.56,29.7,16.4,0.53,3.4,53.7,-0.1,12,-1.42537,-1.29048,1.5515,12,-0.37,-0.81,-1.12
"517",2022,1,0,-0.75,-0.475,NA,NA,0.99,0.6,267.57,0.18,23.5,8.9,0.06,1.8,52.5,0.1,1,-0.33326,-0.46848,0.07949,1,0.09,-0.18,-0.21
"518",2022,2,0,-1.37,-0.423,NA,NA,0.09,1.42,267.65,0.38,24.5,10.4,0.13,2.1,59.8,0.3,2,-1.21816,-1.01968,1.35277,2,0.25,0.05,0.12
"519",2022,3,0,-1.79,-0.397,NA,NA,0.46,1.25,267.86,0.61,20.8,10.7,0.21,2.2,64.8,0.5,3,-0.89207,-0.576,1.16663,3,0.04,-0.2,-0.47
"520",2022,4,0,-1.76,-0.346,NA,NA,-0.29,0.39,268.06,0.54,16.7,8.7,0.18,1.8,61.9,0.7,4,-1.1236,0.22466,2.75746,4,0.07,-0.22,-0.34
"521",2022,5,0,-1.98,-0.185,NA,NA,1.2,0.09,268.18,0.77,13.2,8.3,0.26,1.7,65.9,0.7,5,-0.90473,-0.38368,1.32908,5,0.08,-0.15,-0.1
"522",2022,6,0,-1.41,-0.076,NA,NA,1.36,2.49,267.49,-0.46,5.7,3.9,-0.15,0.8,59.8,0.6,6,-0.64836,0.31988,1.6971,6,0.35,0.18,0.31
"523",2022,7,0,-0.95,-0.014,NA,NA,0.38,2.07,267.98,1.91,10.9,11.2,0.65,2.3,58.5,0.3,7,-1.83128,-1.6138,1.73751,7,-0.03,-0.32,-0.46
"524",2022,8,0,-1.45,-0.046,NA,NA,-0.37,0.89,267.71,0.93,0.2,2.8,0.32,0.6,69.6,0.3,8,-1.23034,-0.70229,1.6533,8,-0.23,-0.63,-0.96
"525",2022,9,4,-1.79,0.015,NA,NA,-1.13,1.46,267.75,1.04,-2.7,0.6,0.35,0.1,72.3,0.2,9,-1.16183,-0.87196,1.38028,9,-0.19,-0.65,-1
"526",2022,10,1,-1.78,0.138,NA,NA,NA,NA,267.77,0.89,9,7.3,0.3,1.5,70.9,0.1,10,-1.19816,-1.08896,1.24555,10,-0.19,-0.66,-1
"527",2022,11,3,-0.63,0.12,NA,NA,NA,NA,267.65,0.39,13.4,4.9,0.13,1,68.1,0,11,-0.7904,-0.49512,1.13681,11,-0.03,-0.5,-0.75
"528",2022,12,0,-1.97,0.32,NA,NA,NA,NA,267.5,-0.16,24.4,11.1,-0.05,2.3,63.3,0.1,12,-1.25044,-1.09854,1.41133,12,0.19,-0.23,-0.31
"529",2023,1,0,-1.34,0.664,NA,NA,NA,NA,267.49,-0.06,18.9,4.3,-0.02,0.9,63.3,0.1,1,-1.04023,-0.50824,1.72452,1,0.4,-0.03,-0.24
"530",2023,2,0,-1.49,1.237,NA,NA,NA,NA,267.79,0.8,28.1,14,0.27,2.9,56.9,0.1,2,-0.79429,-0.69017,0.84241,2,0.54,0.17,0.09
"531",2023,3,0,NA,NA,NA,NA,NA,NA,267.84,0.56,15.2,5.1,0.19,1,58.7,0.2,3,-0.50327,-0.76651,0.05495,3,1.07,0.88,0.84
"532",2023,4,0,NA,NA,NA,NA,NA,NA,268.13,0.75,13.3,5.3,0.25,1.1,47.2,0.3,4,-0.14821,-0.33243,-0.18565,4,1.29,1.24,1.19
"533",2023,5,0,NA,NA,NA,NA,NA,NA,268.72,2.37,11.3,6.4,0.8,1.3,40,0.4,5,0.09335,-0.12258,-0.36078,5,1.24,1.24,1.11
"534",2023,6,0,NA,NA,NA,NA,NA,NA,268.46,2.41,-0.1,-1.9,0.82,-0.4,39.6,0.4,6,0.26547,-0.1222,-0.68466,6,1.3,1.4,1.4
"535",2023,7,1,NA,NA,NA,NA,NA,NA,268.57,3.66,2.6,2.9,1.24,0.6,34.9,0.4,7,-0.24402,-0.1217,0.33998,7,0.95,1.07,1.02
"536",2023,8,2,NA,NA,NA,NA,NA,NA,268.41,3,-5.7,-3.1,1.02,-0.6,45.7,0.4,8,1.06745,1.03252,-0.96686,8,0.88,1.06,1.09
